what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022488735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022492168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022494166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022495727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022500617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022502898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022504062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022511064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022515671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022522322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022526917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1550022528715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022530930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022535606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022541802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022549163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022552582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022558634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022563204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022565373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022570522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022574973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022577302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022582210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022586120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022587694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1550022594929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022598706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1550022656735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022659247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022660393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022661490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022662672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022663932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1550022667018
