what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1550166560512
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1550166560513
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1550166560514
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1550166560515
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1550166560515
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1550166560516
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1550166560517
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1550166560517
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1550166560517
os,sysinfo,,,"win32",1550166560520
arch,sysinfo,,,"x86",1550166560520
ws,sysinfo,,,"win32",1550166560520
locale,sysinfo,,,"en_US",1550166560520
processors,sysinfo,,,"4",1550166560520
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1550166560520
java.runtime.version,sysinfo,,,"1.6.0_38-b05",1550166560520
java.specification.name,sysinfo,,,"Java Platform API Specification",1550166560520
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1550166560520
java.specification.version,sysinfo,,,"1.6",1550166560520
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1550166560520
java.version,sysinfo,,,"1.6.0_38",1550166560520
java.vm.info,sysinfo,,,"mixed mode, sharing",1550166560521
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1550166560521
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1550166560521
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1550166560521
java.vm.specification.version,sysinfo,,,"1.0",1550166560521
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1550166560521
java.vm.version,sysinfo,,,"20.13-b02",1550166560521
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1550166564772
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1550166566011
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1550166566013
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1550166566025
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1550166566027
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1550166566052
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1550166566055
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1550166566133
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1550166570907
started,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1550166574144
